ID,Name,Address,AdmArea,District,geoData,Category,SubCategory
Образование.Образовательные учреждения.1139420903,ГБОУ школа № 2001,"117546, ГОРОД МОСКВА, ПРОЕЗД ХАРЬКОВСКИЙ, ДОМ 9Б",,,"{'coordinates': [37.6496338870782, 55.5905825015785], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420904,ГБОУ школа «Спектр»,"109388, ГОРОД МОСКВА, УЛИЦА ГУРЬЯНОВА, ДОМ 71",,,"{'coordinates': [37.7201219098465, 55.6799217965185], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420905,ГБОУ школа № 2104 на Таганке,"109240, ГОРОД МОСКВА, ПЕРЕУЛОК 1-Й КОТЕЛЬНИЧЕСКИЙ, ДОМ 5",,,"{'coordinates': [37.6529426632579, 55.748133636353], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420906,ГБОУ школа № 166,"127572, ГОРОД МОСКВА, ШОССЕ АЛТУФЬЕВСКОЕ, 97, 3",,,"{'coordinates': [37.5844404225992, 55.9018387316575], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420907,ГБОУ школа № 814,"119501, город Москва, улица Веерная, дом 5, корпус 3",,,"{'coordinates': [37.4728640934128, 55.7062478971205], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420908,ГБОУ школа № 1248,"121352, ГОРОД МОСКВА, УЛИЦА ДАВЫДКОВСКАЯ, 2, 6",,,"{'coordinates': [37.4709845293975, 55.722598667951], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420909,ГБПОУ ОКГ «Столица»,"115573, ГОРОД МОСКВА, БУЛЬВАР ОРЕХОВЫЙ, ДОМ 22",,,"{'coordinates': [37.6020406325362, 55.652308683681], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420910,ГБОУ школа № 1238,"119634, г. Москва, улица Чоботовская, дом 19",,,"{'coordinates': [37.3446486709417, 55.644703949293], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420911,ГБОУ школа № 664,"105173, ГОРОД МОСКВА, УЛИЦА ГЛАВНАЯ, ДОМ 13",,,"{'coordinates': [37.8651945971423, 55.820046892741], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420912,ГБОУ школа № 1034,"115612, ГОРОД МОСКВА, УЛИЦА БРАТЕЕВСКАЯ, ДОМ 8, КОРПУС 2",,,"{'coordinates': [37.767892151491, 55.6355537671535], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420913,ГБОУ школа № 935,"115598, ГОРОД МОСКВА, УЛИЦА ЛИПЕЦКАЯ, 15, 2",,,"{'coordinates': [37.688645665634, 55.5831725181205], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420914,ГБОУ школа № 504,"117556, ГОРОД МОСКВА, ШОССЕ ВАРШАВСКОЕ, ДОМ 67",,,"{'coordinates': [37.5959610282806, 55.6005478105145], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420915,ГБОУ школа № 1190,"125430, ГОРОД МОСКВА, ШОССЕ ПЯТНИЦКОЕ, ДОМ 21А",,,"{'coordinates': [37.3661158230086, 55.8470337616655], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420916,ГБОУ школа № 1357,"109451, ГОРОД МОСКВА, БУЛЬВАР ПЕРЕРВИНСКИЙ, ДОМ 10, КОРПУС 2",,,"{'coordinates': [37.7623558125209, 55.659422711253], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420917,ГБОУ Инженерная школа № 1581,"105120, ГОРОД МОСКВА, ПЕРЕУЛОК БОЛЬШОЙ ПОЛУЯРОСЛАВСКИЙ, ДОМ 7",,,"{'coordinates': [37.6949553458988, 55.779174832654], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420918,ГБОУ школа № 1987,"109469, ГОРОД МОСКВА, УЛИЦА БЕЛОРЕЧЕНСКАЯ, ДОМ 36, КОРПУС 1",,,"{'coordinates': [37.7724584300602, 55.658195202909], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420919,ГБОУ школа № 1598,"107589, ГОРОД МОСКВА, УЛИЦА ХАБАРОВСКАЯ, 18А",,,"{'coordinates': [37.8190299037732, 55.8250819417905], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420920,ГБОУ школа № 1284,"101000, ГОРОД МОСКВА, ПЕРЕУЛОК УЛАНСКИЙ, ДОМ 8",,,"{'coordinates': [37.6376286507824, 55.7695347544175], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420921,ГБОУ школа № 1558 имени Росалии де Кастро,"129327, ГОРОД МОСКВА, ПРОЕЗД ЧУКОТСКИЙ, 6",,,"{'coordinates': [37.6572201298921, 55.86607760261], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420922,ГБОУ школа № 67,"121170, ГОРОД МОСКВА, ПРОЕЗД КУТУЗОВСКИЙ, 10, СТР.1",,,"{'coordinates': [37.5196122531287, 55.7390495288995], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420923,ГБОУ школа Марьина Роща,"127018, ГОРОД МОСКВА, УЛИЦА ДВИНЦЕВ, ДОМ 10",,,"{'coordinates': [37.6120961292368, 55.795975451491], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420924,ГБОУ школа № 1601,"127220, ГОРОД МОСКВА, УЛИЦА НИЖНЯЯ МАСЛОВКА, ДОМ 16",,,"{'coordinates': [37.5684515772125, 55.800411090376], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420925,ГБОУ школа № 1234,"121069, ГОРОД МОСКВА, УЛИЦА БОЛЬШАЯ МОЛЧАНОВКА, 26-28",,,"{'coordinates': [37.5863830072777, 55.7561118547005], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420926,ГБОУ школа № 1794,"127540, ГОРОД МОСКВА, ПРОЕЗД КЕРАМИЧЕСКИЙ, ДОМ 47А",,,"{'coordinates': [37.567031277072, 55.868020952175], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420927,ГБОУ школа № 1454 «Тимирязевская»,"127422, ГОРОД МОСКВА, УЛИЦА ТИМИРЯЗЕВСКАЯ, 14А",,,"{'coordinates': [37.5677803751422, 55.8240727890895], 'type': 'Point'}",Образование,Образовательные учреждения
