AdmArea,geoData,Name,District,Address,ID,Category,SubCategory
,"{'coordinates': [37.171864718641, 55.973763415234004], 'type': 'Point'}",ГБОУ школа № 2045,,"124365, ГОРОД МОСКВА, ГОРОД ЗЕЛЕНОГРАД, КОРПУС 2312",Образование.Образовательные учреждения.1139420816,Образование,Образовательные учреждения
,"{'coordinates': [37.6132718834325, 55.8576174600085], 'type': 'Point'}",ГБОУ школа № 950,,"127273, ГОРОД МОСКВА, УЛИЦА ОТРАДНАЯ, 1А",Образование.Образовательные учреждения.1139420817,Образование,Образовательные учреждения
,"{'coordinates': [37.5242572980037, 55.651174964314], 'type': 'Point'}",ГБОУ школа № 170,,"117485, ГОРОД МОСКВА, УЛИЦА ПРОФСОЮЗНАЯ, 96Б",Образование.Образовательные учреждения.1139420818,Образование,Образовательные учреждения
,"{'coordinates': [37.596747648671, 55.6762260754225], 'type': 'Point'}",ГБОУ школа № 626,,"117186, ГОРОД МОСКВА, ПРОСПЕКТ СЕВАСТОПОЛЬСКИЙ, ДОМ 43А",Образование.Образовательные учреждения.1139420819,Образование,Образовательные учреждения
,"{'coordinates': [37.4911490767507, 55.818060209596], 'type': 'Point'}",ГБОУ школа № 2099,,"125171, ГОРОД МОСКВА, УЛИЦА 3-Я РАДИАТОРСКАЯ, 8А",Образование.Образовательные учреждения.1139420820,Образование,Образовательные учреждения
,"{'coordinates': [37.413529462276, 55.648476699333], 'type': 'Point'}",ГБОУ школа № 1000,,"119619, ГОРОД МОСКВА, УЛИЦА НАРО-ФОМИНСКАЯ, 1",Образование.Образовательные учреждения.1139420821,Образование,Образовательные учреждения
,"{'coordinates': [37.555136112144, 55.8675984516615], 'type': 'Point'}",ГБОУ школа № 656 имени А.С. Макаренко,,"127474, ГОРОД МОСКВА, БУЛЬВАР БЕСКУДНИКОВСКИЙ, 29",Образование.Образовательные учреждения.1139420822,Образование,Образовательные учреждения
,"{'coordinates': [37.4195059298566, 55.7504295495785], 'type': 'Point'}",ГБОУ школа № 1133,,"121609, ГОРОД МОСКВА, УЛИЦА КРЫЛАТСКИЕ ХОЛМЫ, 15, 1",Образование.Образовательные учреждения.1139420823,Образование,Образовательные учреждения
,"{'coordinates': [37.468727188347, 55.6526097222905], 'type': 'Point'}",ГБОУ школа «Тропарево»,,"119602, г. Москва, ул. Академика Анохина д. 48",Образование.Образовательные учреждения.1139420824,Образование,Образовательные учреждения
,"{'coordinates': [37.9208369554021, 55.6845846294915], 'type': 'Point'}",ГБОУ школа № 2089,,"111674, ГОРОД МОСКВА, УЛИЦА 1-Я ВОЛЬСКАЯ, ДОМ 9, КОРПУС 3",Образование.Образовательные учреждения.1139420825,Образование,Образовательные учреждения
,"{'coordinates': [37.4176527928823, 55.7358413689536], 'type': 'Point'}",ГБОУ школа № 64,,"121351, ГОРОД МОСКВА, УЛИЦА ПАРТИЗАНСКАЯ, 30, 2 СТРОЕНИЕ 2",Образование.Образовательные учреждения.1139420826,Образование,Образовательные учреждения
,"{'coordinates': [37.7782505209438, 55.7468913463338], 'type': 'Point'}",ГБОУ школа № 920,,"111141, г. Москва, ул. Перовская, д. 37.",Образование.Образовательные учреждения.1139420827,Образование,Образовательные учреждения
,"{'coordinates': [37.6109043810377, 55.635805303248], 'type': 'Point'}",ГБОУ ДО ЦВР «На Сумском»,,"117208, ГОРОД МОСКВА, ПРОЕЗД СУМСКОЙ, 6Б",Образование.Образовательные учреждения.1139420828,Образование,Образовательные учреждения
,"{'coordinates': [37.7234304379774, 55.6268505118965], 'type': 'Point'}",ГБОУ школа № 996,,"115563, ГОРОД МОСКВА, ПРОЕЗД БОРИСОВСКИЙ, 13",Образование.Образовательные учреждения.1139420829,Образование,Образовательные учреждения
,"{'coordinates': [37.5711190704877, 55.8122839635165], 'type': 'Point'}",ГБОУ школа № 218,,"127434, ГОРОД МОСКВА, ШОССЕ ДМИТРОВСКОЕ, 5А",Образование.Образовательные учреждения.1139420830,Образование,Образовательные учреждения
,"{'coordinates': [37.7483873191312, 55.606618792629], 'type': 'Point'}",ГБОУ школа № 949,,"115597, ГОРОД МОСКВА, УЛИЦА ВОРОНЕЖСКАЯ, 46, 3",Образование.Образовательные учреждения.1139420831,Образование,Образовательные учреждения
,"{'coordinates': [37.4126089101327, 55.715487738867], 'type': 'Point'}",ГБОУ школа № 1195,,"121354, ГОРОД МОСКВА, УЛИЦА ДОРОГОБУЖСКАЯ, 13",Образование.Образовательные учреждения.1139420832,Образование,Образовательные учреждения
,"{'coordinates': [37.7024861960532, 55.6149889845615], 'type': 'Point'}",ГБОУ школа № 878,,"115569, ГОРОД МОСКВА, ПРОЕЗД ШИПИЛОВСКИЙ, ДОМ 37, КОРПУС 2",Образование.Образовательные учреждения.1139420833,Образование,Образовательные учреждения
,"{'coordinates': [37.538009886831, 55.7605308351165], 'type': 'Point'}",ГБОУ школа № 2055,,"123100, ГОРОД МОСКВА, УЛИЦА ЧЕРНОГРЯЗСКАЯ 2-Я, ДОМ 7, СТРОЕН 1",Образование.Образовательные учреждения.1139420834,Образование,Образовательные учреждения
,"{'coordinates': [37.8554259040853, 55.6805253464825], 'type': 'Point'}",ГБОУ школа № 1935,,"109431, ГОРОД МОСКВА, УЛИЦА АВИАКОНСТРУКТОРА МИЛЯ, 18, 2",Образование.Образовательные учреждения.1139420835,Образование,Образовательные учреждения
,"{'coordinates': [37.7858866021012, 55.7568353052045], 'type': 'Point'}",ГБОУ школа № 1637,,"111401, город Москва,улица 3-я Владимирская, дом 12 А",Образование.Образовательные учреждения.1139420836,Образование,Образовательные учреждения
,"{'coordinates': [37.6319734781976, 55.7852133046755], 'type': 'Point'}",ГБОУ школа № 2107,,"129110, ГОРОД МОСКВА, УЛИЦА БОЛЬШАЯ ПЕРЕЯСЛАВСКАЯ, 1, СТРОЕНИЕ 1",Образование.Образовательные учреждения.1139420837,Образование,Образовательные учреждения
,"{'coordinates': [37.5118732982433, 55.657429867967], 'type': 'Point'}",ГБОУ школа № 46,,"119421, ГОРОД МОСКВА, УЛИЦА ОБРУЧЕВА, 28А",Образование.Образовательные учреждения.1139420838,Образование,Образовательные учреждения
,"{'coordinates': [37.8295872839575, 55.780021591083496], 'type': 'Point'}",ГБОУ школа № 1373,,"105568, ГОРОД МОСКВА, УЛИЦА ЧЕЧУЛИНА, ДОМ 28",Образование.Образовательные учреждения.1139420839,Образование,Образовательные учреждения
,"{'coordinates': [37.55541436735, 55.8814863396435], 'type': 'Point'}",ГБОУ школа № 1678 «Восточное Дегунино»,,"127591, ГОРОД МОСКВА, УЛИЦА ДУБНИНСКАЯ, 46, 2",Образование.Образовательные учреждения.1139420840,Образование,Образовательные учреждения
